1 0 -16.840 -9.488 -6.560 -9.410 -13.357 -4.384 -0.769 -0.794 -0.350 -3.059 -5.339 0.537 -0.151
1 0 -16.468 -9.493 -7.454 -6.222 -13.019 -7.064 -0.267 -2.392 -3.382 -1.804 0.351 4.440 -0.151
1 0 -15.945 -7.640 -6.075 -4.809 -14.303 -3.596 1.855 3.833 -2.386 1.893 -1.653 1.078 -0.151
1 0 -15.767 -7.420 -4.988 -0.240 -12.689 -3.367 -2.759 -2.673 -5.911 0.490 1.618 4.074 -0.151
1 0 -16.338 -5.021 -5.612 -4.935 -9.498 -7.496 1.174 1.117 -1.516 -1.511 -0.292 6.347 -0.151
1 0 -19.653 -7.033 -7.946 -5.905 -11.642 -8.389 -0.274 -3.752 -3.631 -0.016 -1.753 4.945 -0.151
1 0 -18.359 -4.206 -6.337 -2.524 -9.907 0.251 -0.553 -2.464 -4.590 -3.788 -2.197 3.938 -0.151
1 0 -21.674 -4.428 -8.332 -3.263 -2.367 1.904 -0.654 0.613 3.400 4.187 0.774 1.289 -0.151
1 0 -21.283 -4.651 -7.278 -3.920 -3.270 0.640 0.633 1.079 3.062 3.197 2.414 1.009 -0.151
1 0 -22.616 -4.572 -4.023 -2.167 -2.868 2.826 2.834 -3.029 -5.300 0.258 -0.745 -3.303 -0.151
1 0 -21.627 -3.038 -5.769 -3.167 1.879 4.164 -2.362 4.761 -2.502 -0.240 1.355 1.045 -0.151
1 0 -19.909 -4.498 -8.255 -6.895 -5.503 -7.082 -7.385 -0.135 -3.504 -1.195 3.065 -1.807 -0.151
1 0 -27.322 -7.651 1.557 -4.414 -0.574 -6.876 0.567 -2.770 2.640 -3.793 2.113 0.772 -0.151
1 0 -24.628 -3.748 2.824 -4.673 0.232 -4.137 2.279 -0.603 2.338 -4.172 3.692 -0.306 -0.151
1 0 -14.655 1.407 -4.591 1.183 -3.043 -3.380 -4.106 -2.147 -1.500 -2.924 -2.253 -7.570 -0.151
1 0 -14.160 -2.970 -4.015 -1.564 -11.830 -8.955 2.171 -3.074 -5.798 2.594 3.069 3.070 -0.151
1 0 -13.098 -5.057 -3.376 -0.339 -14.975 -9.416 0.754 -0.612 -3.125 -1.767 -2.556 -1.150 -0.151
1 0 -15.826 -8.747 0.269 2.628 -15.980 -10.983 -0.112 -7.407 -10.743 -10.537 -1.051 -1.228 -0.151
1 0 -20.999 -13.303 4.406 -0.661 -16.059 -5.008 10.739 -8.211 2.762 -5.993 2.113 -2.162 -0.048
1 0 -26.302 -15.512 2.632 -3.687 -18.905 -12.434 5.275 -11.936 2.096 -11.966 -2.176 -3.875 0.030
1 0 -25.734 -10.993 8.844 -1.802 -18.242 -10.055 4.805 -7.390 5.235 -7.538 1.389 -9.875 0.075
1 0 -29.864 -8.355 12.581 0.878 -9.083 -9.808 11.429 -3.852 2.667 -1.177 3.014 -5.473 0.196
1 0 -33.105 -9.090 14.649 -1.136 -13.879 -7.393 10.776 -6.010 2.033 -1.256 2.114 -3.374 0.327
1 0 -35.626 -12.069 11.452 0.032 -13.843 -6.031 11.307 -5.276 5.460 -0.424 -1.608 -8.849 0.397
1 0 -36.976 -13.015 9.267 -1.026 -13.887 -5.655 12.763 -6.554 0.341 -1.625 1.446 -7.579 0.430
1 0 -33.491 -6.734 12.573 -0.203 -7.394 -8.512 10.225 -7.270 4.337 -2.827 5.057 -2.408 0.459
1 0 -36.981 -10.434 11.988 -0.342 -9.244 -1.597 5.635 -11.986 7.596 -1.606 4.137 2.880 0.510
1 0 -35.674 -8.762 12.343 -0.607 -8.544 -8.341 8.534 -4.313 0.584 -4.149 -4.882 0.218 0.598
1 0 -37.984 -12.631 7.489 -4.902 -9.835 -7.260 9.074 -9.197 9.081 -4.115 -1.552 -0.556 0.642
1 0 -36.576 -8.872 11.944 -1.271 -11.645 -3.057 10.415 -7.839 1.515 -4.019 0.303 -4.913 0.661
1 0 -33.693 -5.686 14.143 -1.362 -12.603 -2.280 12.148 -5.111 1.572 -3.506 0.715 -1.462 0.663
1 0 -34.645 -8.196 9.096 -4.742 -14.320 -0.113 10.389 -6.393 -0.105 -8.960 -1.033 -4.087 0.626
1 0 -33.180 -9.727 5.878 -6.288 -14.475 1.558 7.249 -2.999 3.922 -10.296 2.121 -2.496 0.564
1 0 -22.301 -2.611 14.056 -2.572 -19.272 -5.223 -3.702 -15.070 -8.633 -15.145 -4.742 -6.843 0.542
1 0 -13.219 -8.519 18.431 -9.135 -23.954 1.426 -10.463 -8.319 -5.347 -11.509 9.103 -5.014 0.566
1 0 -8.418 -17.671 25.755 -17.081 -26.619 -0.480 -19.397 -8.027 -13.371 -10.038 7.146 -9.351 0.644
1 0 -9.552 -17.382 28.362 -18.273 -22.801 2.500 -20.782 -9.240 -14.138 -7.718 7.173 -4.956 0.692
1 0 -10.621 -15.845 28.037 -20.683 -20.847 0.065 -18.161 -10.606 -13.409 -7.759 3.636 -3.678 0.685
1 0 -8.808 -11.676 22.050 -19.768 -19.175 -6.685 -9.273 -10.446 -8.138 -2.201 2.732 -8.638 0.620
1 0 -10.334 -3.040 14.282 -15.835 -16.893 -2.830 -5.840 -4.555 -5.259 -0.654 2.151 -6.256 0.500
1 0 -15.128 0.045 14.816 -17.853 -14.490 -4.162 0.086 -2.260 0.910 -2.638 -0.387 -10.188 0.459
1 0 -13.663 1.434 10.352 -17.524 -12.395 3.477 -7.399 -3.509 -6.571 -7.107 2.210 -3.271 0.492
1 0 -13.929 -2.307 10.043 -12.574 -19.358 -0.910 -2.987 -5.532 -3.011 0.081 2.586 -5.272 0.530
1 0 -13.327 -3.635 5.209 -18.388 -19.929 -3.523 2.980 -1.124 -9.073 -5.346 2.992 -4.602 0.548
1 0 -13.884 -5.147 2.533 -17.543 -16.157 2.236 3.292 -2.355 -0.967 -7.297 -2.534 -3.343 0.589
1 0 -11.132 -6.222 -0.563 -22.617 -11.228 1.822 10.304 -4.377 -7.008 -7.254 -6.270 -13.626 0.612
1 0 -9.480 -10.251 -0.480 -19.347 -9.082 -3.111 4.699 4.563 -9.321 2.566 -10.404 -6.069 0.678
1 0 -8.237 -19.035 2.892 -23.260 -13.017 -5.904 -0.682 9.013 -12.883 -0.529 -9.493 -3.641 0.752
1 0 -8.890 -25.471 4.915 -29.107 -12.671 -9.243 0.796 8.523 -13.257 -3.389 -12.752 -3.056 0.814
1 0 -6.703 -27.311 3.963 -23.819 -11.174 -5.635 1.687 13.239 -6.574 -3.062 -7.189 -1.518 0.862
1 0 -5.223 -32.806 0.889 -25.351 -17.728 -9.472 -0.319 9.677 -10.982 -12.955 -7.746 -3.020 0.887
1 0 -4.628 -33.724 0.592 -26.063 -16.405 -5.483 -2.908 11.634 -12.968 -12.235 -7.613 -1.926 0.906
1 0 -4.291 -34.089 0.429 -24.661 -16.359 -4.116 -5.685 14.110 -12.489 -12.863 -8.249 -2.674 0.923
1 0 -5.150 -34.351 1.684 -24.429 -16.325 -5.705 -5.237 14.607 -13.198 -10.352 -10.215 -1.820 0.935
1 0 -6.612 -34.917 5.569 -29.762 -12.717 -11.180 -3.516 11.670 -13.016 -9.091 -9.652 -2.995 0.932
1 0 -6.476 -30.941 7.179 -27.537 -11.025 -10.886 -1.028 13.352 -8.587 -3.779 -2.883 -5.727 0.917
1 0 -7.955 -27.390 6.036 -27.129 -15.866 -15.040 -1.389 8.252 -2.422 -3.273 1.261 -10.841 0.893
1 0 -7.822 -20.631 6.789 -22.598 -24.158 -14.024 -7.172 10.991 -4.359 1.801 1.332 -6.907 0.846
1 0 -8.056 -18.013 12.686 -20.219 -19.014 -11.579 -11.435 5.492 -13.390 -1.575 2.086 0.256 0.745
1 0 -11.268 -9.854 10.607 -12.591 -16.352 -8.504 -13.301 -0.427 -12.589 -3.922 4.022 -1.719 0.602
1 0 -18.077 2.244 9.681 -6.447 -11.635 -4.902 -15.094 -7.390 -19.183 -10.212 3.077 -15.678 0.259
1 0 -14.506 -0.005 18.047 -5.774 -18.330 -0.480 -17.402 -2.532 -18.670 -4.045 4.647 -18.907 0.237
1 0 -11.139 -3.820 21.474 -10.170 -15.980 -1.568 -9.376 -5.911 -16.974 -8.069 4.806 -18.334 0.242
1 0 -16.162 -5.121 14.451 -16.520 -8.977 2.905 -18.643 -0.093 -12.194 -13.544 6.462 -13.950 0.403
1 0 -16.459 -6.029 22.505 -15.886 -11.935 3.923 -24.529 5.712 -20.477 -12.228 8.438 -10.731 0.438
1 0 -16.502 -6.474 22.856 -12.354 -13.354 -4.570 -21.052 3.692 -17.471 -8.095 6.339 -8.429 0.441
1 0 -12.384 -7.713 18.811 -9.742 -18.557 -5.717 -17.856 4.073 -20.219 -3.406 8.428 -6.854 0.465
1 0 -9.754 -10.188 16.075 -5.885 -20.323 -14.487 -15.278 2.131 -21.760 0.820 9.662 -4.280 0.560
1 0 -8.590 -11.473 4.798 1.317 -22.893 -23.382 -17.242 1.760 -22.934 -4.003 10.062 2.007 0.661
1 0 0.042 -19.524 4.404 -3.089 -11.372 -21.403 -22.054 9.575 -22.006 -4.764 8.052 7.365 0.752
1 0 -1.928 -18.161 -4.487 -8.860 -8.669 -20.151 -23.565 5.246 -11.967 -2.933 5.226 1.455 0.786
1 0 -1.135 -17.816 -12.470 -15.504 -8.751 -18.976 -24.806 -0.700 -18.127 0.575 6.826 -4.985 0.787
1 0 4.651 -17.175 -15.443 -15.391 -9.504 -10.767 -20.865 4.590 -21.797 3.719 9.808 -1.731 0.770
1 0 7.178 -15.452 -19.108 -15.604 -13.018 -6.958 -17.313 5.526 -18.994 1.288 6.629 3.120 0.775
1 0 7.905 -13.815 -22.492 -14.053 -15.109 -8.870 -15.185 8.340 -16.723 -1.504 4.425 3.216 0.785
1 0 7.214 -13.952 -26.429 -11.981 -17.159 -9.493 -17.326 7.570 -13.843 -6.314 6.277 1.642 0.799
1 0 6.532 -12.630 -26.180 -9.654 -13.973 -8.489 -20.679 11.691 -9.276 -3.968 7.432 2.403 0.807
1 0 6.448 -13.724 -24.283 -9.750 -8.755 -8.849 -23.249 12.335 -6.830 1.190 6.604 4.774 0.807
1 0 5.546 -15.982 -20.397 -8.008 -4.363 -12.714 -23.042 9.460 0.049 4.549 4.283 6.900 0.792
1 0 4.414 -18.808 -14.744 -8.547 -0.569 -20.059 -26.864 11.445 1.825 3.668 -3.482 6.233 0.774
1 0 1.373 -22.390 -8.334 -10.141 -1.208 -23.903 -32.711 14.970 -4.551 0.664 -10.969 4.651 0.762
1 0 0.243 -23.011 -2.887 -7.593 -3.134 -24.482 -31.645 14.354 -6.442 -6.256 -12.841 3.993 0.728
1 0 0.127 -19.808 -3.191 2.235 -9.240 -18.666 -25.859 14.718 -3.430 -14.113 -8.200 0.563 0.643
1 0 -0.553 -13.863 -5.025 11.685 -2.121 -14.285 -5.984 13.308 -2.731 -9.149 -7.490 -0.517 0.419
