1 0 205.44811 707.13794 1648.2233 2381.0016 3207.3906
1 0 172.4352 710.43751 1679.1975 2414.913 3263.6928
1 0 175.51831 723.05122 1724.3035 2417.8296 3282.1552
1 0 153.78394 733.8177 1779.2416 2442.8309 3293.7101
1 0 137.72677 707.50122 1790.9646 2450.364 3363.0109
1 0 116.4689 726.42268 1687.6071 3531.6521 4607.0748
1 0 110.90778 783.51189 1506.7437 2363.1889 2974.5119
1 0 119.09816 662.01473 1366.8215 2292.5769 2948.8184
1 0 99.27873 500 1500 2500 3500
1 0 96.285649 500 1500 2500 3500
1 0 108.76953 500 1500 2500 3500
1 0 123.45679 500 1500 2500 3500
1 0 125.1293 813.39203 1788.1714 3094.3577 4206.7279
1 0 130.13176 766.47377 2128.0031 3087.673 4207.6596
1 0 114.84334 519.02196 1486.26 2246.418 3333.4719
1 0 100.12754 558.82104 1777.7717 2373.4962 4079.8148
1 0 81.982239 556.1421 1747.4937 2333.5361 4025.9193
1 0 78.183242 633.53767 1864.1694 2318.5231 3164.485
1 0 95.256262 669.88739 1856.3269 2541.0064 3393.4351
1 0 107.68318 657.00918 1871.7566 2524.7062 3106.2557
1 0 92.033074 718.85222 1968.7132 2467.5848 3272.6647
1 0 84.709092 515.64935 1819.6781 2386.8798 3089.6163
1 0 80.034055 607.90367 1949.777 2429.0005 3662.5316
1 0 70.749194 683.39316 2045.6675 2467.4625 3614.4747
1 0 67.91191 582.42361 2008.6594 2464.4133 3144.3236
1 0 61.347816 360.26969 2054.8607 2533.7672 3371.2699
1 0 66.680295 922.93315 2054.981 2593.4533 3312.557
1 0 83.388409 472.52134 1895.2645 2585.4854 3198.1495
1 0 70.398617 465.01989 1966.6097 2593.0794 3268.0739
1 0 63.744979 705.16475 2077.5083 2611.6442 3339.9658
1 0 77.01226 562.9296 2257.2152 2605.0915 3679.1567
1 0 81.34028 592.25034 2004.5458 2535.3065 3741.6604
1 0 135.38552 585.18384 1976.7092 2617.2499 3330.8439
1 0 166.43362 409.06547 2012.7962 2632.4024 3254.8157
1 0 169.59834 376.18127 2219.5256 3054.609 3447.8489
1 0 168.43817 380.81312 2208.4163 3293.6199 3708.2207
1 0 168.51388 398.05403 2235.3408 3164.1275 3550.2001
1 0 169.49262 383.03522 2310.1315 3003.5645 3357.5632
1 0 169.39839 388.76664 2349.2872 3026.0644 3428.6111
1 0 164.31641 429.24142 2397.8929 3507.7758 4188.5082
1 0 149.84265 488.25774 2408.1231 3160.6074 4199.9324
1 0 149.5913 500.01735 2311.7384 3171.0954 4046.2583
1 0 161.02057 519.3494 2292.6679 3020.6718 3483.2667
1 0 164.22675 578.90224 2287.5698 2927.2713 3516.8248
1 0 171.50828 703.41807 2278.455 2971.0149 3557.7099
